sku,MYOB-code,MYOB-Item Name,Units On Hand,Total Value,Average Cost,Current Price
PX-256M5S,HD-4718390729376,"PLEXTR PX-256M5S 256G SSD,SAT3",0,0,0,209
PX-512M5P,HD-4718390729383,PLEXTOR PX-512M5P 512GB SSD,0,0,0,299
SSDSC2CW120A310,HD-5032037019064,INTEL520 120G SSDSC2CW120A310,4,280.02,70.01,139
SSDSC2BW180A4K5,HD-5032037051514,INTEL SSDSC2BW180A4K5 530 180G,0,0,0,299
SSDSC2BW240A4K5,HD-5032037051538,INTEL 530 240G SSDSC2BW240A4K5,2,300,150,209
SSDSC2BW120A4K5,HD-5032037053075,"SSDSC2BW120A4K5 530, 120G SSD",0,0,0,109
SSDSC2BP240G4R5,HD-5032037060134,INTEL SSDSC2BP240G4R5 730 240G,35,4842.16,138.35,109
SSDSC2BP480G4R5,HD-5032037060158,INTEL SSDSC2BP480G4R5 730 480G,9,2309.92,256.66,129
SSDSC2BP240G410,HD-5032037060172,"SSDSC2BP240G410 730 240G 2.5""",0,0,0,299
SDSSDHP-128G-Q25,HD-619659089269,SANDS SDSSDHP-128G-Q25 128GB,3,198.5,66.17,169
SDSSDHP-256G-Q25,HD-619659089276,SANDISK SDSSDHP-256G-Q25 256GB,0,0,0,169
SDSSDXP-480G-Q25,HD-619659098506,SANDS SDSSDXP-480G-Q25 SSD,0,0,0,129
SDSSDHII-240G-Q25,HD-619659112141,SANDISK SDSSDHII-240G-Q25 240G,1,109.59,109.59,299
0S03662,HD-705487194005,"HGST 0S03662 3TB 7.2K 3.5""/NAS",9,1342.64,149.18,129
0S03666,HD-705487194043,"HGST 0S03666 4TB 7.2K 3.5""/NAS",7,1418.6,202.66,109
WD10EZRX,HD-718037782898,WD10EZRX 1TB 64M SATAIII GREEN,0,0,0,399
WDBCPZ0040HAL-AESN,HD-718037803005,WDBCPZ0040HAL-AESN MYBOOK 4TB,0,0,0,109
WDBFJK0040HBK-AESN,HD-718037811765,WD WDBFJK0040HBK-AESN 4TB MYBO,1,185,185,129
SSDMCEAC060B301,HD-735858257244,INTEL SSDMCEAC060B301 60GB mSA,0,0,0,109
SSDSC2BB120G401,HD-735858258371,INTEL SSDSC2BB120G401 S3500 2.,0,0,0,209
SSDSC2BB600G401,HD-735858261210,SSDSC2BB600G401 S3500 600GB,0,0,0,199
SSDSC2BW120A401,HD-735858264839,INTEL 530 120G SSDSC2BW120A401,50,3800,76,109
SSDSC2BW180A401,HD-735858264860,INTEL SSDSC2BW180A401 530 180G,0,0,0,109
SSDSC2BW240A401,HD-735858264877,INTEL SSDSC2BW240A401 530 240G,9,1233,137,209
SSDMCEAW240A401,HD-735858265645,SSDMCEAW240A401,1,175,175,129
SSDMCEAW080A401,HD-735858266079,INTEL SSDMCEAW080A401 530 80GB,0,0,0,129
SSDMCEAW120A401,HD-735858266376,"INTEL SSDMCEAW120A401 530, 120",0,0,0,109
SH103S3/120G,HD-740617200799,KINGSTON HYPER SH103S3/120GB,0,0,0,209
SH103S3/240G,HD-740617200829,HYPERX SH103S3/240G 3K SSD,0,0,0,109
SV300S37A/60G,HD-740617212617,KST SV300S37A/60GB V300 SSD,0,0,0,1499
SV300S37A/120G,HD-740617212662,KINGSTON SV300S37A/120G,79,4998.68,63.27,109
SV300S37A/240G,HD-740617212716,KINGSTON SV300S37A/240G SSD3,122,13300.09,109.02,209
SV300S37A/480G,HD-740617223941,KST SV300S37A/480GB SSD,7,1732.18,247.45,109
SHFS37A/120G,HD-740617232455,KINGS SHFS37A/120G HYPERX FURY,1,70,70,129
STBX2000401,HD-7636490048838,"SG STBX2000401 EXPAN, 2TB 2.5""",15,1725,115,155
STBF500300,HD-763649030950,"SG STBF500300 500G 2.5""EXT W/L",0,0,0,109
STBX1000301,HD-763649041215,SG STBX1000301 1TB PORTABLE HD,6,468,78,209
STCK1000300,HD-763649045015,SG 1TB WIRELESS + STCK1000300,0,0,0,169
STBV5000300,HD-763649049808,SG STBV5000300 EXT. 5TB USB3.0,0,0,0,299
STDA4000300,HD-763649052211,"SG STDA4000300 4TB 2.5"" EXT.",1,320,320,299
STDR1000300,HD-763649053058,"SG STDR1000300 1TB EXT 2.5""",8,400,50,129
STDR2000302,HD-763649053171,"SG STDR2000302 2TB 2.5"" EXT.",0,0,0,139
CSSD-N120GBGTXB-BK,HD-843591037075,120GB CSSD-N120GBGTXB-BK,0,0,0,209
CSSD-F120GBLS,HD-843591044196,CORSAIR 120G CSSD-F120GBLS 2.5,0,0,0,299
SS3-25,HD-8806085767584,SAM 06SS3-25M-1T0BW840E 840EVO,49,20825,425,109
MZ-MTE120BW,HD-8806085944701,SAM MZ-MTE120BW mSATA 120GB,1,77,77,209
WD1003FBYZ,HD-WD1003FBYZ-010FB0,WD1003FBYZ-010FB0,2,234,117,129
WD2000F9YZ,HD-WD2000F9YZ,WD2000F9YZ 2TB ES ENTERPRISE,13,1725.55,132.73,129
WD5000AAKX,HD-WD5000AAKx-001ca0,WD5000AAKX 500G 16M SATAIII,0,0,0,139
920-003373(G105),KB-097855080288,LOGI 920-003373(G105) GAME KB,0,0,0,39
920-006102(K830),KB-097855102782,LOGI 920-006102(K830) KEYBOARD,1,80,80,29
OSMIUM,KB-4719331547363,GIGA OSMIUM BROWN GAMING KB,0,0,0,12.22
920-002582(K120),KM-097855067081,LOGI 920-002582(K120) KB,0,0,0,19
920-003057(K270),KM-097855073921,LOGI 920-003057(K270) W/L KB,1,24,24,195
910-002920(M105),KM-097855085580,LOGI 910-002920(M105) MOUSE BK,0,0,0,29
920-004631(K750R),KM-097855091819,LOGI 920-004631(K750R) W/L KB,0,0,0,195
920-005197(K290),KM-097855097231,LOGI 920-005197(K290) KB,0,0,0,59
910-003840(T630),KM-097855098092,LOGI 910-003840(T630) MOUSE,0,0,0,29
910-003884(M560),KM-097855098221,LOGI 910-003884(M560) W/L MOUS,0,0,0,12.22
910-004182(M187),KM-097855106131,LOGI 910-004182(M187) W/L MOUS,0,0,0,45
920-006381(K480),KM-097855107633,LOGI 920-006381(K480),2,80,40,45
14M-MW3000-OEM,KM-4025112080814,"CHERRY 14M-MW3000-OEM, MOUSE",0,0,0,19
KM6150,KM-4719331539658,GIGABYTE GK-KM6150 USB K/M,0,0,0,25
M5050,KM-4719331540555,GIGABYTE GM-M5050 MOUSE,0,0,0,10
FORCE K3,KM-4719331543167,GIGA FORCE K3 GAMING KEYBOARD,0,0,0,15
M6980X,KM-4719331543303,GIGA M6980X GAMING LASER MOUSE,0,0,0,49
M6900,KM-4719331546250,GIGA M6900 GAMING OPTICAL MOUS,0,0,0,49
M7580 V2,KM-4719331546281,GIGA GM-M7580 V2 W/L MOUSE,0,0,0,45
M7700B,KM-4719331546366,GIGA GM-M7700B BLUETOOTH MOUSE,0,0,0,59
KRYPTON,KM-4719331546861,GIGA KRYPTON GAMING MOUSE,0,0,0,39
KM5300,KM-4719331547042,GIGABYTE KM5300 USB K/M SET,2,19.91,9.96,109
FORCE-K7,KM-4719331547608,GIGA FORCE-K7 GAMING KEYBOARD,0,0,0,12.22
KM7580-V2,KM-4719331547868,GIGA KM7580-V2 W/L BLK KB+M,59,930.35,15.77,109
AIRE M73,KM-4719331547929,GIGA AIRE M73  ECO-BLUE MOUSE,0,0,0,195
62150(MSSENSEI),KM-5707119008006,STEEL 62150(MSSENSEI)  MOUSE,0,0,0,29
64225(KB6GV2),KM-813810012794,STEELSERIES 64225(KB6GV2),0,0,0,39
RZ-NAGA-2014,KM-879862008031,RZ-NAGA-2014 EXPERT MMO MOUSE,0,0,0,49
CSD-00021(WCD5K),KM-882224840866,MS CSD-00021(WCD5K),0,0,0,45
D5D-00007(WMM4K),KM-882224856492,MS D5D-00007(WMM4K) 4000 MOUSE,1,20.26,20.26,29
3TJ-00019(CCKB3K),KM-885370282870,MS 3TJ-00019(CCKB3K) 3000,0,0,0,29
6PL-00005(SCULPTMS),KM-885370359275,6PL-00005(SCULPTMS),0,0,0,39
U6R-00027(WEDGEKB),KM-885370380194,MS U6R-00027(WEDGEKB) PL2 KB,0,0,0,39
3LR-00006(WEDGEMS),KM-885370404494,MS 3LR-00006(WEDGEMS) MOUSE,0,0,0,59
RVF-00054(ARCTCHMS),KM-885370428230,MS RVF-00054(ARCTCHMS) MOUSE,0,0,0,29
P58-00065(MSBASIC-B),KM-885370433845,MS P58-00065(MSBASIC-B) MOUSE,0,0,0,29
P58-00066(BOPTMS),KM-885370433852,MS P58-00066(BOPTMS) MOUSE,0,0,0,45
H3S-00005(SCULCOMMS),KM-885370448245,MS H3S-00005(SCULCOMMS) MOUSE,1,21,21,12.22
L5V-00027(SCULERGODT),KM-885370598971,MS L5V-00027(SCULERGODT) KB,0,0,0,195
RZ-MAMBA-4G,KM-8886419330646,RZ-MAMBA-4G ERGONOMIC MOUSE,0,0,0,45
RZ-IMPERATOR,KM-8886419330677,RZ-IMPERATOR-4G ERGONOMIC MOUS,2,122,61,195
RZ-NAGA-HEX,KM-8886419330981,RAZER RZ-NAGA-HEX GAMING MOUSE,2,122,61,69
RZ-NAGA-HEX-RED,KM-8886419331100,RZ-NAGA-HEX-RED MOBA MOUSE,2,122,61,109
RZ-OROCHI-2013,KM-8886419331155,RZ-OROCHI-2013 BLUETOOTH MOUSE,2,122,61,45
RZ-DEATHADDER-WOT,KM-8886419331599,RZ-DEATHADDER-WOT RAZER MOUSE,1,50,50,109
RZ-TAIPAN-WHITE,KM-8886419331728,RAZER RZ-TAIPAN-WHITE MOUSE,3,184,61.33,12.22
RZ-DEATHSTALKER,KM-8886419341468,RZ-DEATHSTALKER-ESSENTIAL-T3,3,120,40,12.22
RZ-BW-ULTIMATE-T1,KM-8886419341581,RZ-BW-ULTIMATE-T1 BLACKWIDOW K,0,0,0,39
RZ-BW-EXPERT-STEALTH,KM-8886419341819,RZ-BW-EXPERT-STEALTH-T2 BLACKW,0,0,0,45
RZ-BW-TN-STEALTH,KM-8886419341895,RZ-BW-TN-STEALTH-T3  BLACKWIDO,2,148,74,45
14SHKB,KM-9328157003721,SHINTARO 14SHKB MULTIMEDIA KB,0,0,0,29
MOUSE-3DOU,KM-9335432001327,LASER MOUSE-3DOU,0,0,0,9
MOUSE-C500W,KM-9335432012316,LASER MOUSE-C500W,0,0,0,19
KB-BT100,KM-9335432012934,LASER KB-BT100 BLUETOOTH KB,0,0,0,45
B246HL,LCD-4712196783044,"ACER B246HL 24"" LED  ANTIGLARE",3,539.5,179.83,159
K272HL,LCD-4713147300532,"ACER K272HL 27""VA-LED 16:9",1,195.05,195.05,209
K222HQL,LCD-4713147317080,"ACER K222HQL 21.5"" LED 16:9",5,464.68,92.94,159
K242HL,LCD-4713147317233,"ACER K242HL 24"" 16:9 LCD",4,495.87,123.97,379
VS278Q,LCD-4716659206217,"ASUS VS278Q 27"" LED 1920x1080P",2,407,203.5,159
PB278Q,LCD-4716659236528,"ASUS PB278Q 27"" MONITOR",0,0,0,379
VW199TL,LCD-4716659250142,"ASUS VW199TL 19"" LED",0,0,0,399
MX239H,LCD-4716659265757,"ASUS MX239H 23"" IPS LED",0,0,0,159
MX279H,LCD-4716659265801,"ASUS MX279H 27"" IPS LED",0,0,0,219
VS197DE,LCD-4716659282303,"ASUS VS197DE 18.5"" W LED",24,2160.05,90,159
VG248QE,LCD-4716659363002,"ASUS VG248QE 24"" LED",0,0,0,379
VX239H,LCD-4716659447566,"ASUS VX239H 23""W IPS  16""9 LCD",0,0,0,159
MX299Q,LCD-4716659472544,"ASUS MX299Q 29"" IPS 2560x1080",0,0,0,19
PB298Q,LCD-4716659479611,"ASUS PB298Q 19"" IPS MONITOR",0,0,0,379
VX228H,LCD-4716659550532,"ASUS VX228H 21.5"" TN,16:9",0,0,0,379
VS228NR,LCD-4716659586487,ASUS VS228NR 21.5 LED,0,0,0,299
VS247HV,LCD-4716659591177,"ASUS VS247HV 23.6"" LED",20,2760.01,138,209
I2367FH,LCD-4717385940802,"AOC I2367FH 23"" IPS LED",2,463.64,231.82,199
E2752VH,LCD-4717385940901,"AOC 27""W E2752VH LED 16:9",0,0,0,219
e2460Sd,LCD-4717385941120,"AOC E2460SD 24"" LCD",2,272,136,379
e2250Swd,LCD-4717385941557,"AOC E2250SWDN 21.5"" LED",40,4320,108,379
G2460PQU,LCD-4717385941854,"AOC G2460PQU 24"" LCD",0,0,0,299
e2450Swh,LCD-4717385949782,AOC E2450SWH,0,0,0,139
V193HQL,LCD-4718235646073,ACER V193HQLBD,0,0,0,109
VE228T,LCD-4719543326114,"ASUS VE228T 21.5"" LED",0,0,0,299
VE247H,LCD-4719543331552,ASUS VE247H LED MONITOR,0,0,0,139
VE248H,LCD-4719543331859,ASUS VE248H,0,0,0,249
VS248H,LCD-4719543370643,ASUS VS248H,5,666.73,133.35,209
VB198T,LCD-4719543370650,ASUS VB198T,0,0,0,299
U2713HM,LCD-5397063171279,"DELL U2713HM 27"" DELL IPS LCD",0,0,0,299
E2414H,LCD-5397063347797,"DELL E2414H 24"" LED WIDE BLACK",0,0,0,159
P2414H,LCD-5397063347872,"DELL P2414H 23.8"" WIDE MONITOR",1,0,0,379
P2714H,LCD-5397063347889,"DELL P2714H 27"" MONITORBASE",0,0,0,159
VA925-LED,LCD-766907568318,"VIEWSONIC VA925-LED 19"" DVI-D",0,0,0,275
VA705-LED,LCD-766907645729,"VIEWSONIC VA705-LED 17"" LED",0,0,0,219
VX2703MH-LED,LCD-766907647716,"VIEWSONIC VX2703MH-LED 27""",1,220.64,220.64,299
TD2220,LCD-766907649413,"VIEWSONIC TD2220 22"" TOUCH LCD",0,0,0,159
VX2370SMH-LED,LCD-766907659115,"VIEWSONIC VX2370SMH-LED 23""LCD",0,0,0,209
VA2046A-LED,LCD-766907722215,"VIEW VA2046A-LED 20"" LED 1600:",0,0,0,379
VA2249S,LCD-766907723717,"VIEW VA2249S 21.5""IPS LCD",1,72,72,159
VX2252MH,LCD-766907734218,"VIEW VX2252MH 21.5""W  LED",0,0,0,209
VX2452MH,LCD-766907734416,"VIEW VX2452MH 23.6"" W LED SPK",1,155.96,155.96,159
VA2214S,LCD-766907734652,"VIEWSONIC VA2214S 21.5"" LED",24,2641.98,110.08,159
13PH-241B4LPYCB,LCD-8712581617769,"PHILLIPS 24"" 13PH-241B4LPYCB",0,0,0,299
226V4LAB,LCD-8712581653637,"PHILIPS 226V4LAB/75 21.5"" LCD",14,1531.04,109.36,209
13PH-288P6LJEB,LCD-8712581716790,"PHILLIPS 28"" 13PH-288P6LJEB",0,0,0,299
22M45D-B,LCD-8806084532824,"LG 22M45D-B 21.5"" SLIM LED",119,12399.41,104.2,209
23MP55HQ-P,LCD-8806084532831,"LG 23MP55HQ-P 23"" IPS MONITOR",0,0,0,299
27MP55HQ-P,LCD-8806084534231,"LG 27MP55HQ-P 27""IPS 3YRS",1,248,248,209
23MP75HM-P,LCD-8806084534842,"LG 23MP75HM-P 23"" IPS CINEMA",0,0,0,139
27MP75HM-P,LCD-8806084534866,"LG 27MP75HM-P 27"" IPS 3YRS",0,0,0,159
25UM65-P,LCD-8806084592279,"LG 25UM65-P 25"" ULTRAWIDE IPS",3,754.42,251.47,209
34UM95-P,LCD-8806084592286,"LG 34UM95-P 34"" ULTRAWIDE IPS",0,0,0,299
23M45VQ-B,LCD-8806084788924,"LG 23M45VQ-B 23"" TN 16:9",1,141.66,141.66,299
24M45VQ-B,LCD-8806084788931,"LG 24M45VQ-B 24"" TN 16:9 3YRS",0,0,0,209
27M45VQ-B,LCD-8806084788979,"LG 27M45VQ-B 27"" TN 16:9 LCD",6,1428,238,299
24MP56HQ-T,LCD-8806084831668,"LG 24MP56HQ-T 24"" IPS",0,0,0,209
LS27C350HS/XY,LCD-8806085551664,"SAM LS27C350HS/XY 27"" WIDE LED",0,0,0,299
LS22C45KBW,LCD-8806085606951,"SAM LS22C450BW,LS22C45KBW 22""",1,180.41,180.41,139
LS24D590PL/XY,LCD-8806085995215,"SAM LS24D590PL/XY 23.6"" WIDE S",0,0,0,139
LS22D300HY/XY,LCD-8806086003810,"SAM LS22D300HY/XY 21.5"" WIDE",8,797.41,99.68,379
LS20D300HY/XY,LCD-8806086004039,"SAM LS20D300HY/XY 19.5"" WS LCD",0,0,0,379
LS24D300HS/XY,LCD-8806086004060,"SAM LS24D300HS/XY 24"" WIDE",20,2800,140,219
LU28D590DS/XY,LCD-8806086104975,"SAM LU28D590DS/XY 28"" WIDE",2,923,461.5,139
LS32D85KTSN/XY,LCD-8806086291958,"SAM LS32D85KTSN/XY 32"" MONITOR",0,0,0,139
LU28D590DSG/XY,LCD-8806086418973,"SAM LU28D590DSG/XY 28"" WIDE",0,0,0,209
2243BW,LCD-8808987530259,SAMSUNG 2243BW+,0,0,0,295
LP2275,LCD-883585606566,HP LP2275W,0,0,0,429
U2412M,LCD-884116064244,"DELL U2412M 24"" IPS MONITOR",0,0,0,209
ZR2440W(XW477A4),LCD-885631976081,"HP ZR2440W(XW477A4) 24""MONITOR",0,0,0,299
L2206TM(B0L55AA),LCD-886112621650,HP L2206TM(B0L55AA) MONITOR,1,339,339,299
27XI(C4D27A2),LCD-887111671851,"HP PAVILION 27XI(C4D27A2) 27""",0,0,0,159
P221(C9E49AA),LCD-887111729460,"HP P221(C9E49AA) 21.5"" LED",2,302,151,159
E231(C9V75AA),LCD-887111774569,"HP E231(C9V75AA) 23"" LED",0,0,0,209
E221(C9V76AA),LCD-887111778017,"HP E221(C9V76AA) 21.5"" LED",0,0,0,219
PAV23TM(E1L11AA),LCD-887758467480,"HP PAV23TM(E1L11AA) 23"" TOUCH",0,0,0,299
E241I(F0W81AA),LCD-887758987711,"HP E241I(F0W81AA) 24"" IPS LED",0,0,0,299
60AAHAR1AU,LCD-887942228279,LENOVO LT1913P 60AAHAR1AU 4:3,0,0,0,139
E2314H,LCD-DELL-E2314H,"DELL E2314H 23"" LED WIDE 16:9",1,145,145,159
S2240T,LCD-DELL-S2240T,"DELL S2240T 21.5"" LED 16:9",0,0,0,159
S2740L,LCD-DELL-S2740L,"DELL S2740L 27"" IPS MONITOR",0,0,0,379
UZ2315H,LCD-DELL-UZ2315H,"DELL UZ2315H 23"" LED",1,150,150,209
H61M-K,MB-4716659436225,"ASUS H61M-K DDR3, USB2 mATX",0,0,0,99
B85M-G,MB-4716659480068,"ASUS B85M-G DDR3,LGA1150 USB3",0,0,0,59
Z87-C,MB-4716659487531,"ASUS Z87-C LGA1150, U3, SATA6G",0,0,0,99
Z87-PLUS,MB-4716659487944,ASUS Z87-PLUS LGA1150 S3 USB3,0,0,0,99
Z87-DELUXE,MB-4716659488668,ASUS Z87-DELUXE LGA1150 DDR3,0,0,0,59
B85M-E,MB-4716659490906,"ASUS B85M-E 4DDR3, 4U3, LGA115",1,88,88,99
MAXIMUS-VI-GENE,MB-4716659508076,"ASUS MAXIMUS-VI-GENE Z87, DDR3",0,0,0,59
MAXIMUS-VI-EXTREME,MB-4716659517726,"ASUS MAXIMUS-VI-EXTREME Z87,D3",0,0,0,75
H81M-PLUS,MB-4716659550242,"ASUS H81M-PLUS DDR3,USB3,mATX",101,6335.74,62.73,75
MAXIMUS-VI-IMPACT,MB-4716659551591,ASUS MAXIMUS-VI-IMPACT,0,0,0,99
H81M-E,MB-4716659553076,"ASUS H81M-E LGA1150,DDR3,SATA",0,0,0,75
A88X-PRO,MB-4716659599715,"ASUS A88X-PRO AMD A88X, D3,U3",0,0,0,59
B85-PRO-GAMER,MB-4716659712619,"ASUS B85-PRO-GAMER DDR3, LGA11",4,440,110,59
Z97-A,MB-4716659745709,ASUS Z97-A LGA1150 4DDR3,0,0,0,59
Z97-DELUXE,MB-4716659749981,ASUS Z97-DELUXE M/B,1,290,290,59
MAXIMUS-VII-HERO,MB-4716659756668,ASUS MAXIMUS-VII-HERO Z97 LGA1,0,0,0,75
Z97M-PLUS,MB-4716659758297,ASUS Z97M-PLUS Z97 LGA1150,0,0,0,219
H97M-PLUS,MB-4716659758310,ASUS H97M-PLUS LGA1150 4DDR3,0,0,0,75
H97M-E,MB-4716659759461,ASUS H97M-E LGA1150,3,306,102,99
H97-PLUS,MB-4716659759522,ASUS H97-PLUS LGA1150 4DDR3,0,0,0,99
SABERTOOTH-Z97-MARK1,MB-4716659764458,ASUS SABERTOOTH-Z97-MARK1 Z97,0,0,0,75
Z97-C,MB-4716659765172,ASUS Z97-C LG1150 4DDR3,1,151,151,109
MAXIMUS-VII-RANGER,MB-4716659765448,ASUS MAXIMUS-VII-RANGER Z97,1,191.25,191.25,75
H97-PRO,MB-4716659765615,ASUS H97-PRO SATA EXP. LGA1150,0,0,0,59
X99-DELUXE,MB-4716659852247,"ASUS X99-DELUXE LGA2011 DDR4,S",0,0,0,219
RAMPAGE-V-EXTREME,MB-4716659861997,ASUS RAMPAGE-V-EXTREME X99,0,0,0,59
Z87-GD65-GAMING,MB-4719072295516,"MSI Z87-GD65-GAMING DDR3,SAT3",0,0,0,59
Z87-MPOWER,MB-4719072296131,"MSI Z87-MPOWER-MAX I7,DDR3,SAT",0,0,0,59
B85M-E45,MB-4719072304393,"MSI B85M-E45 DDR3, LGA1150 S3,",0,0,0,59
B85-G43-GAMING,MB-4719072307233,"MSI B85-G43-GAMING DDR3,RAID,S",6,712.31,118.72,59
H87-G43-GAMING,MB-4719072307240,"MSI H87-G43-GAMING DDR3, SAT3,",0,0,0,75
B85I,MB-4719072307530,"MSI B85I DDR3 MINIPCIE SATA3,",3,267.48,89.16,99
H81M-P33,MB-4719072307950,"MSI H81M-P33 DDR3,SATA3,USB3",6,281.48,46.91,75
Z87M-GAMING,MB-4719072318659,MSI Z87M-GAMING LGA1150,0,0,0,75
H81M-E34,MB-4719072326005,"MSI H81M-E34 LGA1150 D3, mATX",3,183,61,59
Z97-PC-MATE,MB-4719072343118,MSI Z97-PC-MATE 4DDR3 LGA1150,2,220.91,110.46,59
Z97-GAMING-7,MB-4719072343163,"MSI Z97-GAMING-7 LGA1150, DDR3",0,0,0,109
Z97-GAMING-5,MB-4719072343170,MSI Z97-GAMING-5,0,0,0,99
Z97-GAMING-3,MB-4719072343392,MSI Z97-GAMING-3,1,160,160,59
H97-GAMING-3,MB-4719072343408,MSI H97-GAMING-3,2,246,123,219
Z97I-GAMING-AC,MB-4719072343712,MSI Z97I-GAMING-AC LGA1150,0,0,0,99
Z97M-G43,MB-4719072345907,"MSI Z97M-G43 LGA1150,DDR3,SATA",0,0,0,75
H97M-G43,MB-4719072345914,MSI H97M-G43,14,1260,90,75
GA-Z97X-UD3H,MB-4719331816483,"GIGA GA-Z97X-UD3H LGA1150, D3,",0,0,0,219
GA-Z97X-SLI,MB-4719331816575,"GIGA GA-Z97X-SLI Z97, LGA1150",0,0,0,99
GA-Z97-HD3,MB-4719331816667,GIGA GA-Z97-HD3  LGA1150 ATX,0,0,0,99
GA-H97M-D3H,MB-4719331816681,GIGA GA-H97M-D3H LGA1150 uATX,0,0,0,219
GA-Z97N-WIFI,MB-4719331818227,"GIGA GA-Z97N-WIFI LGA1150,",1,135,135,59
GA-H97-GAMING-3,MB-4719331819217,GIGA GA-H97-GAMING-3 LGA1150,0,0,0,75
GA-970A-D3P,MB-4719331821272,"GIGA GA-970A-D3P AM3+,S3,D3,U3",0,0,0,219
GA-H81TN,MB-4719331835248,"GIGA GA-H81TN DDR3,SO-DIMM MIN",0,0,0,59
P9X79,MB-4719543184530,ASUS P9X79 PRO,0,0,0,99
SABERTOOTH-X79,MB-4719543184578,ASUS SABERTOOTH-X79 LGA2011,0,0,0,109
P9X79-LE,MB-4719543187357,ASUS P9X79-LE DDR3/SATA6/USB3,0,0,0,99
DBS2600CP2,MB-5032037033602,INTEL DBS2600CP2 SERVER BOARD,0,0,0,219
DBS2600COE,MB-5032037034722,INTEL DBS2600COE LGA2011 E5-26,0,0,0,219
DBS1200BTSR,MB-5032037038638,INTEL DBS1200BTSR/LGA1155/DDR3,2,370,185,59
DBS1200BTLR,MB-5032037038645,INTEL DBS1200BTLR,0,0,0,59
DBS2400SC2,MB-5032037039956,INTEL DBS2400SC2 XEON E5-24xx,0,0,0,99
DBS1200V3RPS,MB-5032037053358,INTER DBS1200V3RPS,2,430,215,109
GS-F3-2133C10D-8GXM,ME-4711148593953,GSKILL GS-F3-2133C10D-8GXM 8G,0,0,0,65
GS-FA-8500CL7S-4GBSQ,ME-4711148594806,GS-FA-8500CL7S-4GBSQ CL7 4GB,4,173.6,43.4,79
GS-F3-10666CL9D-8GBXL,ME-4711148596671,GS-F3-10666CL9D-8GBXL 2*4GB CL,0,0,0,79
GS-F3-12800CL9T-12GBSR,ME-4711148597258,GS-F3-12800CL9T-12GBSR 3*4GB,0,0,0,44
GS-F3-2400C11D-16GAB,ME-4711148597654,GSK GS-F3-2400C11D-16GAB 2*8G,0,0,0,44
GS-F3-12800CL11S-4GBSQ,ME-4711148597715,GS-F3-12800CL11S-4GBSQ SOD 160,0,0,0,44
GS-F3-12800CL10Q-32GBXL,ME-4711148597852,GSKILL GS-F3-12800CL10Q-32GBXL,0,0,0,45
GS-F3-17000CL11Q-16GBZL,ME-4711148597913,GS-F3-17000CL11Q-16GBZL 4*4GB,0,0,0,44
GS-F3-2133C9Q-32GXH,ME-4711148598712,GS-F3-2133C9Q-32GXH 4*8GB CL9,0,0,0,79
GS-F3-1600C11D-8GIS,ME-4719692000354,GS-F3-1600C11D-8GIS 2*4G C11,1,83,83,44
KHX16C9K2/16X,ME-740617209327,KST KHX16C9K2/16X 16GB 1600 D3,0,0,0,149
KVR16E11/8I,ME-740617210866,KVR16E11/8I ECC RAM,0,0,0,44
KVR16LS11/8,ME-740617219791,KINSTON KVR16LS11/8,3,259.5,86.5,79
KTL-TP3CL/4G,ME-740617220384,KINGS KTL-TP3CL/4G DDR3 1600,0,0,0,45
KTT-S3CL/8G,ME-740617220438,KST KTT-S3CL/8G DDR3 1600 TOSH,0,0,0,44
KVR16R11S4/8I,ME-740617220957,KVR16R11S4/8I 8GB 1600 DDR3 EC,0,0,0,44
HX316C10FBK2/16,ME-740617230413,KINS HX316C10FBK2/16 16GB DDR3,0,0,0,44
HX318C10FK2/16,ME-740617230598,KINGS HX318C10FK2/16 16GB 1866,0,0,0,44
HX318C10FK2/8,ME-740617230604,KST HX318C10FK2/8 8GB 1866MHZ,0,0,0,79
DS800,ME-843591000988,CORSAIR VS4GSDS800D2,0,0,0,179
CM3X2GSD1066,ME-843591003797,CORSAIR CM3X2GSD1066,0,0,0,79
CM3X4GSD1066,ME-843591004046,CORSAIR CM3X4GSD1066,0,0,0,129
CM3X8GSDKIT1066,ME-843591004060,CORSAIR CM3X8GSDKIT1066,0,0,0,75
CMX6GX3M3A1600C9,ME-843591006002,CORSAIR CMX6GX3M3A1600C9,0,0,0,199
CMX8GX3M4A1600C9,ME-843591006095,CORSAIR CMX8GX3M4A1600C9,0,0,0,79
CMV4GX3M2A1333C9,ME-843591006552,CORSAIR CMV4GX3M2A1333C9,0,0,0,149
CMSO8GX3M2A1333C9,ME-843591007108,CORSAIR CMSO8GX3M2A1333C9,0,0,0,39
CMX8GX3M2A1600C9,ME-843591010146,CORSAIR CMX8GX3M2A1600C9,0,0,0,109
CMV8GX3M2A1333C9,ME-843591010221,CORSAIR CMV8GX3M2A1333C9 8GB,0,0,0,49
CMX4GX3M1A1600C9,ME-843591010344,CORSAIR CMX4GX3M1A1600C9,0,0,0,59
CMZ8GX3M2A1600C9,ME-843591010801,CORSAIR CMZ8GX3M2A1600C9,0,0,0,109
CMZ12GX3M3A1600C9,ME-843591010863,CORSAIR CMZ12GX3M3A1600C9,0,0,0,259
CMZ4GX3M1A1600C9,ME-843591010894,CORSAIR CMZ4GX3M1A1600C9,0,0,0,54
